Time,W730,W840,W1060,W1290,W1520
2021-03-04T00:00:00,0.011,0.000,0.000,0.046,0.000
2021-03-05T00:00:00,0.045,0.116,0.895,2.491,1.546
2021-03-06T00:00:00,0.187,0.220,3.601,1.885,2.936
2021-03-07T00:00:00,0.166,0.197,1.802,3.391,0.071
2021-03-08T00:00:00,0.006,0.026,0.166,0.202,0.036
2021-03-09T00:00:00,0.254,1.398,0.222,0.030,0.235
2021-03-10T00:00:00,0.505,0.046,1.785,1.251,0.528
2021-03-11T00:00:00,0.091,4.732,5.721,1.062,5.929
2021-03-12T00:00:00,0.015,0.310,0.197,0.130,1.740
2021-03-13T00:00:00,0.000,0.096,0.000,0.000,0.026
2021-03-14T00:00:00,0.529,1.407,0.356,1.770,3.371
2021-03-15T00:00:00,2.279,1.437,1.243,5.166,1.572
2021-03-16T00:00:00,0.141,0.009,0.005,0.250,0.077
2021-03-17T00:00:00,0.040,0.557,0.069,0.005,0.492
2021-03-18T00:00:00,0.320,0.008,0.004,0.668,0.039
2021-03-19T00:00:00,0.007,0.417,0.026,0.004,0.887
2021-03-20T00:00:00,0.000,0.345,0.000,0.000,0.000
2021-03-21T00:00:00,0.654,0.165,0.052,2.539,0.148
2021-03-22T00:00:00,1.086,0.055,0.042,2.498,0.088
2021-03-23T00:00:00,0.533,0.021,0.015,0.584,0.025
2021-03-24T00:00:00,0.005,0.083,0.015,0.000,0.983
2021-03-25T00:00:00,0.282,0.976,0.295,2.455,2.309
2021-03-26T00:00:00,0.110,0.194,0.004,0.306,0.040
2021-03-27T00:00:00,0.017,0.000,0.000,0.167,0.000
2021-03-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-03-29T00:00:00,0.274,0.000,0.000,0.452,1.719
2021-03-30T00:00:00,0.064,0.225,7.504,1.546,11.130
2021-03-31T00:00:00,0.344,0.043,9.507,3.680,2.109
2021-04-01T00:00:00,0.514,0.430,6.085,6.666,4.524
2021-04-02T00:00:00,1.340,3.033,2.050,8.238,0.794
2021-04-03T00:00:00,0.712,0.070,0.100,2.044,0.289
2021-04-04T00:00:00,0.160,0.314,0.620,0.126,1.405
2021-04-05T00:00:00,0.457,0.055,0.985,0.506,0.761
2021-04-06T00:00:00,0.013,0.007,0.000,0.014,0.170
2021-04-07T00:00:00,0.279,0.007,0.006,0.317,0.000
2021-04-08T00:00:00,0.213,0.169,1.917,0.649,1.313
2021-04-09T00:00:00,0.058,0.043,1.809,1.113,8.941
2021-04-10T00:00:00,0.221,0.305,0.315,1.674,2.696
2021-04-11T00:00:00,0.196,0.151,4.993,8.491,1.894
2021-04-12T00:00:00,0.039,0.126,0.222,1.265,0.608
2021-04-13T00:00:00,0.145,0.591,0.595,0.294,2.764
2021-04-14T00:00:00,0.891,0.414,3.643,5.146,2.793
2021-04-15T00:00:00,0.000,0.225,0.479,0.034,0.296
2021-04-16T00:00:00,0.793,0.099,1.464,2.699,0.829
2021-04-17T00:00:00,0.079,1.351,11.286,1.555,26.144
2021-04-18T00:00:00,0.237,2.495,1.365,0.871,2.741
2021-04-19T00:00:00,0.514,2.111,8.095,3.129,18.022
2021-04-20T00:00:00,0.319,0.368,0.803,2.944,4.612
2021-04-21T00:00:00,0.569,0.000,0.402,1.833,0.215
2021-04-22T00:00:00,0.129,2.506,1.353,0.255,1.187
2021-04-23T00:00:00,0.165,3.850,0.539,2.382,5.577
2021-04-24T00:00:00,0.001,0.110,0.000,0.018,0.000
2021-04-25T00:00:00,0.010,0.185,0.000,0.006,0.002
2021-04-26T00:00:00,1.508,0.488,0.642,1.882,2.298
2021-04-27T00:00:00,0.631,0.183,0.802,1.373,1.719
2021-04-28T00:00:00,0.412,0.001,4.509,0.517,1.385
2021-04-29T00:00:00,0.552,0.382,2.520,0.365,7.811
2021-04-30T00:00:00,0.004,0.183,0.018,0.000,1.523
2021-05-01T00:00:00,0.329,0.646,0.746,0.025,3.664
2021-05-02T00:00:00,8.694,0.887,2.505,2.867,5.019
2021-05-03T00:00:00,6.508,1.330,4.216,0.560,2.158
2021-05-04T00:00:00,1.087,0.764,12.613,1.234,23.353
2021-05-05T00:00:00,1.345,1.375,1.743,2.445,5.937
2021-05-06T00:00:00,2.634,3.021,9.299,4.147,13.446
2021-05-07T00:00:00,1.243,2.143,3.087,0.428,9.814
2021-05-08T00:00:00,0.382,0.541,3.147,0.272,6.918
2021-05-09T00:00:00,1.530,0.214,1.254,0.852,6.448
2021-05-10T00:00:00,2.676,0.481,0.863,3.515,0.885
2021-05-11T00:00:00,8.099,4.976,7.038,5.648,7.035
2021-05-12T00:00:00,6.122,3.607,9.209,4.326,8.027
2021-05-13T00:00:00,2.423,3.071,11.443,1.949,7.695
2021-05-14T00:00:00,1.746,1.938,6.725,11.745,2.620
2021-05-15T00:00:00,1.875,0.752,5.767,17.504,10.343
2021-05-16T00:00:00,0.342,0.091,3.667,7.010,3.336
2021-05-17T00:00:00,0.048,0.284,5.867,2.065,11.175
2021-05-18T00:00:00,0.038,0.431,2.164,1.483,9.337
2021-05-19T00:00:00,2.104,0.432,11.019,9.566,6.126
2021-05-20T00:00:00,1.472,0.516,8.028,20.350,0.977
2021-05-21T00:00:00,0.692,2.003,6.584,16.361,5.246
2021-05-22T00:00:00,0.262,0.397,2.471,10.377,2.317
2021-05-23T00:00:00,0.116,0.010,0.991,4.568,2.250
2021-05-24T00:00:00,0.027,0.128,0.040,0.085,0.000
2021-05-25T00:00:00,0.302,0.106,4.688,2.311,9.067
2021-05-26T00:00:00,0.692,0.424,2.164,0.543,5.166
2021-05-27T00:00:00,4.243,2.712,5.851,5.213,18.140
2021-05-28T00:00:00,4.545,9.059,3.644,1.355,25.306
2021-05-29T00:00:00,1.897,7.851,0.822,0.766,13.578
2021-05-30T00:00:00,2.524,10.174,3.461,5.515,6.859
2021-05-31T00:00:00,5.020,0.952,10.321,23.954,9.927
2021-06-01T00:00:00,1.685,0.572,10.897,10.088,14.631
2021-06-02T00:00:00,1.733,0.744,3.008,9.002,2.544
2021-06-03T00:00:00,0.659,0.153,4.790,14.101,5.463
2021-06-04T00:00:00,1.205,0.021,2.417,9.532,0.791
2021-06-05T00:00:00,5.457,0.195,16.068,16.728,11.646
2021-06-06T00:00:00,2.701,2.731,16.185,12.656,23.350
2021-06-07T00:00:00,5.898,2.783,20.027,9.977,25.849
2021-06-08T00:00:00,11.726,3.313,17.129,18.736,12.229
2021-06-09T00:00:00,8.191,2.407,13.535,16.583,27.439
2021-06-10T00:00:00,1.034,0.959,2.836,1.118,3.769
2021-06-11T00:00:00,0.649,2.866,6.337,7.850,4.510
2021-06-12T00:00:00,1.655,1.162,3.910,0.141,7.906
2021-06-13T00:00:00,1.931,4.973,6.711,0.715,9.602
2021-06-14T00:00:00,1.676,3.355,10.990,4.859,3.732
2021-06-15T00:00:00,0.627,3.867,12.898,14.239,11.683
2021-06-16T00:00:00,0.417,10.625,7.462,4.195,10.653
2021-06-17T00:00:00,0.295,3.326,2.477,4.034,18.561
2021-06-18T00:00:00,0.493,3.422,11.026,6.056,20.327
2021-06-19T00:00:00,0.445,2.397,5.446,14.319,16.523
2021-06-20T00:00:00,1.294,3.504,9.068,18.079,22.625
2021-06-21T00:00:00,1.963,3.450,6.596,8.659,11.874
2021-06-22T00:00:00,1.523,2.032,1.622,2.380,1.430
2021-06-23T00:00:00,2.156,0.646,10.491,11.132,9.197
2021-06-24T00:00:00,1.870,3.021,8.374,12.640,3.429
2021-06-25T00:00:00,2.568,2.939,1.756,11.764,4.581
2021-06-26T00:00:00,0.873,2.729,4.173,6.380,11.880
2021-06-27T00:00:00,1.984,1.048,3.292,15.223,26.023
2021-06-28T00:00:00,1.794,4.729,5.246,26.956,14.861
2021-06-29T00:00:00,1.571,4.604,4.248,9.454,15.200
2021-06-30T00:00:00,5.048,0.917,15.347,13.081,39.060
2021-07-01T00:00:00,3.475,4.076,4.739,12.399,24.387
2021-07-02T00:00:00,6.579,4.335,6.357,14.527,23.467
2021-07-03T00:00:00,7.708,3.511,5.006,11.453,26.841
2021-07-04T00:00:00,3.392,2.877,10.096,10.877,27.977
2021-07-05T00:00:00,9.074,8.696,6.946,6.125,15.775
2021-07-06T00:00:00,7.791,3.992,3.125,8.870,2.104
2021-07-07T00:00:00,0.856,1.185,8.497,4.952,9.953
2021-07-08T00:00:00,3.045,0.753,13.120,5.592,17.070
2021-07-09T00:00:00,6.217,5.302,0.842,1.754,2.766
2021-07-10T00:00:00,9.438,3.459,25.017,19.665,2.600
2021-07-11T00:00:00,5.866,4.742,4.375,7.393,8.606
2021-07-12T00:00:00,0.507,1.906,1.914,0.909,8.273
2021-07-13T00:00:00,0.340,4.370,13.960,4.723,9.884
2021-07-14T00:00:00,2.019,7.018,15.403,5.964,18.338
2021-07-15T00:00:00,2.233,5.233,4.090,10.536,10.733
2021-07-16T00:00:00,3.126,5.339,3.805,3.141,12.937
2021-07-17T00:00:00,2.110,5.134,12.528,8.840,32.116
2021-07-18T00:00:00,17.152,12.103,7.525,11.961,10.721
2021-07-19T00:00:00,12.576,7.062,7.589,6.301,13.091
2021-07-20T00:00:00,2.484,2.528,6.949,1.469,11.065
2021-07-21T00:00:00,6.701,6.003,5.984,0.867,12.434
2021-07-22T00:00:00,9.075,6.414,12.094,3.849,11.770
2021-07-23T00:00:00,1.016,5.952,5.887,3.585,4.395
2021-07-24T00:00:00,0.636,2.698,1.936,1.972,9.379
2021-07-25T00:00:00,2.122,1.989,2.832,6.091,2.229
2021-07-26T00:00:00,9.741,4.616,2.029,14.798,8.821
2021-07-27T00:00:00,13.071,13.902,15.562,9.100,11.948
2021-07-28T00:00:00,4.069,1.906,4.038,4.496,6.855
2021-07-29T00:00:00,6.375,9.416,9.933,3.744,18.778
2021-07-30T00:00:00,13.163,5.702,12.865,19.363,19.623
2021-07-31T00:00:00,3.140,4.368,13.418,4.213,28.574
2021-08-01T00:00:00,2.665,1.477,10.221,25.158,12.887
2021-08-02T00:00:00,0.181,0.488,6.087,0.795,25.819
2021-08-03T00:00:00,4.303,0.514,3.651,4.021,9.608
2021-08-04T00:00:00,5.032,7.028,3.833,0.904,17.194
2021-08-05T00:00:00,4.613,7.934,1.581,1.390,3.434
2021-08-06T00:00:00,3.373,7.033,3.999,2.471,1.086
2021-08-07T00:00:00,3.399,6.983,11.415,11.197,5.516
2021-08-08T00:00:00,1.238,1.484,4.938,15.201,7.437
2021-08-09T00:00:00,2.048,3.958,1.778,5.054,7.244
2021-08-10T00:00:00,1.519,3.129,6.269,16.402,17.955
2021-08-11T00:00:00,1.738,2.112,5.541,7.430,18.006
2021-08-12T00:00:00,4.963,2.869,17.689,23.350,20.706
2021-08-13T00:00:00,4.505,3.627,4.436,33.736,12.375
2021-08-14T00:00:00,7.413,4.764,6.207,21.178,14.434
2021-08-15T00:00:00,3.680,1.069,4.840,20.812,16.707
2021-08-16T00:00:00,3.733,10.893,2.467,1.705,6.714
2021-08-17T00:00:00,1.699,3.187,5.246,6.122,7.632
2021-08-18T00:00:00,9.680,5.396,7.046,25.638,11.903
2021-08-19T00:00:00,4.805,8.564,4.571,21.443,19.530
2021-08-20T00:00:00,5.178,6.327,7.001,15.207,26.065
2021-08-21T00:00:00,4.817,2.153,1.952,11.052,12.114
2021-08-22T00:00:00,6.759,4.371,3.706,10.820,9.108
2021-08-23T00:00:00,7.469,3.312,10.157,12.703,30.099
2021-08-24T00:00:00,6.839,16.869,7.550,5.831,16.710
2021-08-25T00:00:00,4.040,17.884,5.988,17.013,11.817
2021-08-26T00:00:00,11.567,1.938,13.910,26.248,18.626
2021-08-27T00:00:00,5.069,2.905,15.711,15.400,48.681
2021-08-28T00:00:00,9.004,14.659,3.780,15.569,12.874
2021-08-29T00:00:00,13.979,8.670,3.085,11.709,16.001
2021-08-30T00:00:00,1.803,8.335,2.176,0.825,2.845
2021-08-31T00:00:00,3.622,5.675,10.595,5.759,10.162
2021-09-01T00:00:00,5.101,4.254,3.507,6.739,7.084
2021-09-02T00:00:00,0.786,1.411,25.019,5.600,42.421
2021-09-03T00:00:00,2.140,1.819,9.608,3.282,12.597
2021-09-04T00:00:00,1.522,1.128,0.582,0.534,2.665
2021-09-05T00:00:00,2.240,1.844,2.675,1.551,0.781
2021-09-06T00:00:00,6.220,3.071,0.692,5.243,8.985
2021-09-07T00:00:00,11.744,5.214,31.656,21.507,19.647
2021-09-08T00:00:00,2.428,5.493,4.060,6.157,11.352
2021-09-09T00:00:00,6.595,9.955,11.110,11.517,8.131
2021-09-10T00:00:00,7.578,1.426,3.810,7.570,5.452
2021-09-11T00:00:00,5.802,1.816,2.538,5.715,8.094
2021-09-12T00:00:00,1.835,0.602,0.052,0.775,1.569
2021-09-13T00:00:00,4.904,0.494,0.170,3.223,0.680
2021-09-14T00:00:00,2.618,1.693,1.064,0.975,11.735
2021-09-15T00:00:00,0.962,1.578,0.519,0.240,4.166
2021-09-16T00:00:00,2.592,2.162,2.392,6.824,2.109
2021-09-17T00:00:00,0.506,1.901,10.582,10.013,10.733
2021-09-18T00:00:00,9.157,4.189,7.378,13.151,11.153
2021-09-19T00:00:00,5.788,0.559,9.729,10.646,13.284
2021-09-20T00:00:00,0.000,0.000,0.023,0.026,0.076
2021-09-21T00:00:00,0.000,2.725,4.962,0.024,0.180
2021-09-22T00:00:00,0.009,1.937,9.678,1.901,4.021
2021-09-23T00:00:00,0.994,2.933,3.199,0.581,0.833
2021-09-24T00:00:00,1.718,1.163,1.326,0.304,3.953
2021-09-25T00:00:00,1.953,0.383,0.152,0.859,2.759
2021-09-26T00:00:00,10.239,1.963,2.171,2.116,0.516
2021-09-27T00:00:00,8.880,7.054,2.225,0.663,1.208
2021-09-28T00:00:00,1.368,6.977,1.228,1.382,5.536
2021-09-29T00:00:00,0.017,1.869,6.074,5.951,3.265
2021-09-30T00:00:00,0.108,1.197,2.023,0.177,1.507
2021-10-01T00:00:00,0.003,0.402,0.392,0.067,0.538
2021-10-02T00:00:00,0.214,0.478,2.770,0.036,0.729
2021-10-03T00:00:00,0.330,0.080,3.155,20.570,31.159
2021-10-04T00:00:00,0.827,0.210,6.167,6.487,36.670
2021-10-05T00:00:00,0.233,1.045,4.349,2.462,18.442
2021-10-06T00:00:00,0.070,4.551,4.591,0.277,11.804
2021-10-07T00:00:00,0.241,0.115,0.180,0.279,2.158
2021-10-08T00:00:00,0.001,2.407,4.881,1.409,0.968
2021-10-09T00:00:00,0.013,3.482,0.058,0.003,4.570
2021-10-10T00:00:00,0.005,1.481,0.501,0.006,4.279
2021-10-11T00:00:00,0.000,0.145,0.016,0.024,0.000
2021-10-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-10-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-10-14T00:00:00,0.000,0.000,0.591,0.057,0.030
2021-10-15T00:00:00,0.000,0.000,0.093,0.000,0.021
2021-10-16T00:00:00,0.000,0.000,0.307,0.098,0.058
2021-10-17T00:00:00,0.218,0.681,1.448,0.971,5.618
2021-10-18T00:00:00,0.003,1.235,0.058,0.215,2.352
2021-10-19T00:00:00,0.606,8.080,6.224,4.796,35.472
2021-10-20T00:00:00,0.857,13.420,18.381,9.451,64.562
2021-10-21T00:00:00,4.729,7.926,15.142,25.866,23.496
2021-10-22T00:00:00,5.926,1.346,2.395,22.049,3.680
2021-10-23T00:00:00,0.007,4.634,0.019,0.171,2.244
2021-10-24T00:00:00,0.000,0.411,0.001,0.000,0.222
2021-10-25T00:00:00,0.000,2.655,0.000,0.000,0.000
2021-10-26T00:00:00,0.003,0.073,0.524,0.228,0.784
2021-10-27T00:00:00,0.004,0.013,0.000,0.038,0.071
2021-10-28T00:00:00,0.027,0.051,0.013,0.196,0.000
2021-10-29T00:00:00,0.078,0.000,0.000,0.218,0.000
2021-10-30T00:00:00,0.000,0.000,0.009,0.000,0.000
2021-10-31T00:00:00,0.000,0.000,0.000,0.000,0.255
2021-11-01T00:00:00,0.016,0.000,0.927,1.150,0.000
2021-11-02T00:00:00,0.050,0.009,0.000,0.142,0.000
2021-11-03T00:00:00,0.031,0.000,0.000,0.029,0.000
2021-11-04T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-05T00:00:00,0.003,0.000,0.000,0.032,0.000
2021-11-06T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-07T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-08T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-09T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-10T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-11T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-12T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-14T00:00:00,0.000,0.000,0.000,0.000,0.003
2021-11-15T00:00:00,0.000,0.084,0.000,0.001,0.001
2021-11-16T00:00:00,0.000,0.000,0.000,0.009,0.000
2021-11-17T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-18T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-19T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-20T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-21T00:00:00,0.000,0.003,0.000,0.000,0.000
2021-11-22T00:00:00,0.096,0.007,0.052,0.244,0.075
2021-11-23T00:00:00,0.077,0.093,1.120,2.035,0.987
2021-11-24T00:00:00,0.013,0.002,0.361,0.655,0.326
2021-11-25T00:00:00,0.000,0.000,0.000,0.117,0.000
2021-11-26T00:00:00,0.000,0.014,0.002,0.002,0.151
2021-11-27T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-28T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-29T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-11-30T00:00:00,0.025,0.008,0.000,0.000,0.000
2021-12-01T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-02T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-03T00:00:00,0.084,1.598,0.000,0.029,0.000
2021-12-04T00:00:00,0.802,3.400,0.000,0.286,0.000
2021-12-05T00:00:00,0.519,0.302,0.010,0.254,0.000
2021-12-06T00:00:00,0.015,0.001,0.151,0.001,0.086
2021-12-07T00:00:00,0.051,0.042,0.793,0.042,0.084
2021-12-08T00:00:00,0.042,1.228,1.054,1.687,0.036
2021-12-09T00:00:00,0.000,0.000,0.110,0.012,0.000
2021-12-10T00:00:00,0.000,0.000,0.005,0.000,0.000
2021-12-11T00:00:00,0.118,0.000,1.123,3.809,0.000
2021-12-12T00:00:00,0.000,0.000,0.000,0.194,0.000
2021-12-13T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-14T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-15T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-16T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-17T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-18T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-19T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-20T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-21T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-22T00:00:00,0.007,0.081,0.000,0.000,0.000
2021-12-23T00:00:00,0.072,0.144,1.027,0.010,0.239
2021-12-24T00:00:00,0.000,0.000,0.000,0.000,0.000
2021-12-25T00:00:00,0.177,0.073,0.000,0.047,0.078
2021-12-26T00:00:00,0.135,0.000,0.129,0.028,0.001
2021-12-27T00:00:00,0.078,0.002,0.000,0.017,0.001
2021-12-28T00:00:00,0.120,0.000,0.000,0.026,0.000
2021-12-29T00:00:00,0.153,0.237,0.113,0.022,1.886
2021-12-30T00:00:00,0.009,4.971,0.112,0.002,3.508
2021-12-31T00:00:00,0.161,2.652,0.069,0.399,0.417
2022-01-01T00:00:00,0.003,0.003,0.000,0.329,0.000
